trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.7, 'e': 2.986055122577563e-05}",35,15,33.91636648495379,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 2.953686200378072e-05}",20,2,26.151494126347757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 2.9218407596785974e-05}",20,8,18.734555156160667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 2.8905075731298415e-05}",20,0,28.603662363995305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.7, 'e': 2.8596757127741712e-05}",20,3,25.708306701907663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 2.8293345405160706e-05}",20,16,7.880456419503705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 2.7994736989445986e-05}",30,8,41.0208116900207,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 2.7700831024930747e-05}",25,11,20.490608942215538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.7, 'e': 2.7411529289219047e-05}",25,14,20.30295028109761,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 2.712673611111111e-05}",20,14,12.053733473431107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 2.684635829149776e-05}",20,5,20.01610862496538,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 2.6570305027101713e-05}",30,10,35.37706830406735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 2.6298487836949376e-05}",20,9,20.035312531607648,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 2.6030820491461892e-05}",30,19,17.664320011810773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 2.5767218944059367e-05}",20,6,20.701309681023364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 2.5507601265177022e-05}",20,14,11.128248558193896,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 2.52518875785965e-05}",30,24,13.006714206865762,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 2.5e-05}",25,3,26.24041930662803,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 2.475186257765897e-05}",25,18,16.746917694172808,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 2.450740123517302e-05}",20,12,17.876685580377977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 2.4266543716178503e-05}",25,11,20.91200440991067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 2.4029219530949635e-05}",30,17,26.6108893314177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 2.3795359904818562e-05}",20,9,13.345432806850324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 2.356489772834386e-05}",30,22,18.066042379258587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 2.3337767509160075e-05}",20,16,8.041223539362854,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 2.3113905325443786e-05}",20,6,21.01717077401186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 2.2893248780934502e-05}",20,6,21.374926173933304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 2.2675736961451248e-05}",25,14,20.654623403767218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 2.246131039284832e-05}",20,12,14.392070925427836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 2.2249911000356e-05}",20,6,15.914830250406498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 2.2041482069254335e-05}",20,13,12.215722699692007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 2.1835968206830292e-05}",30,10,31.97389981470439,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 2.1633315305570577e-05}",20,2,29.310544109083523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 2.143347050754458e-05}",30,13,33.41541602747379,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7, 'e': 2.123638216993353e-05}",20,9,17.07538899854953,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 2.1041999831664002e-05}",25,5,30.889093819150133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 2.085027418110548e-05}",25,13,19.661805362139308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 2.066115702479339e-05}",20,12,11.904384581776174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 2.047460125714052e-05}",20,11,13.82776928154454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 2.029056083110137e-05}",20,6,22.688448764063807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 2.0108990729755272e-05}",30,13,30.326746071956368,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 1.992984693877551e-05}",20,12,13.747900021811782,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 1.9753086419753087e-05}",25,15,19.038033986876115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 1.9578667084344897e-05}",25,18,10.171681558833047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 1.9406547769217335e-05}",25,17,17.414742799994087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 1.9236688211757463e-05}",30,0,34.48197436704445,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.7, 'e': 1.9069049026525047e-05}",25,11,22.86537030809913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 1.8903591682419658e-05}",20,13,12.554995625921862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 1.874027848053822e-05}",25,15,17.609064305336318,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 1.8579072532699166e-05}",20,12,17.309111906911248,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 1.8419937740610438e-05}",20,15,11.29684037617174,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7, 'e': 1.826283877565929e-05}",25,12,20.287574374120396,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.7, 'e': 1.8107741059302852e-05}",25,4,30.056350665564366,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 1.795461074403907e-05}",30,8,33.49249544963299,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 1.780341469493849e-05}",25,11,22.767864476628866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 1.76541204717181e-05}",20,13,13.386854337815572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 1.7506696311339088e-05}",30,16,28.300208300397486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 1.736111111111111e-05}",20,8,26.032154741015596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 1.721733441228629e-05}",25,15,15.468337374621642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 1.7075336384126766e-05}",25,13,25.525990890455883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 1.6935087808430286e-05}",20,9,22.949840004024928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7, 'e': 1.679656006449879e-05}",25,8,27.284516829913123,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 1.665972511453561e-05}",20,9,21.305249639255265,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 1.6524555489457333e-05}",35,18,26.14190664778914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 1.6391024275106952e-05}",25,8,6.818471228026296,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
248,False,"{'a': 0.7, 'e': 1.625910509885536e-05}",20,0,25.06566777116761,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.7, 'e': 1.6128772116578765e-05}",20,7,19.383949069140996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.7, 'e': 1.6e-05}",25,15,21.751535147624264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7, 'e': 1.5872763924382153e-05}",25,18,13.060933561897325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 1.5747039556563368e-05}",25,12,25.011703455558873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 1.5622803043322032e-05}",20,5,28.84623609137712,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 1.5500031000062e-05}",20,6,17.34067069601341,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 1.5378700499807768e-05}",20,11,14.67303709658664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 1.52587890625e-05}",20,10,17.049764207191462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 1.5140274644582053e-05}",25,4,29.257607068199615,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 1.5023135628868457e-05}",25,19,11.711813153176369,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 1.4907350814686721e-05}",20,9,20.275100009396834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 1.4792899408284024e-05}",30,14,26.066820802455833,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 1.46797610134907e-05}",25,15,17.757978482799665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 1.4567915622632714e-05}",20,15,9.809449373070716,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7, 'e': 1.4457343607685523e-05}",20,14,12.280167920006212,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 1.4348025711662075e-05}",20,13,17.045944669057587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 1.423994304022784e-05}",20,5,24.068987918583698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 1.4133077053536096e-05}",20,7,14.848177179097872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 1.4027409558276873e-05}",20,6,14.958947786667029,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 1.392292269993317e-05}",30,8,39.28279549966899,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 1.3819598955238318e-05}",20,0,28.014009277622648,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.7, 'e': 1.3717421124828532e-05}",25,14,20.053017463141376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 1.3616372326084885e-05}",20,2,25.755290916594074,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 1.351643598615917e-05}",35,22,25.592960422253423,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 1.3417595835178253e-05}",20,8,21.523727549308873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 1.3319835899621716e-05}",20,6,19.66935523680202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 1.3223140495867768e-05}",20,6,23.732427537118646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 1.312749422390254e-05}",25,9,25.29763749783207,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 1.3032881961188077e-05}",20,7,25.31176662637263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 1.2939288856684436e-05}",20,4,19.250697796581893,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 1.2846700325021518e-05}",25,14,20.814216052834933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 1.2755102040816327e-05}",20,5,30.189355238613594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 1.2664479933131545e-05}",20,12,11.496348776396719,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 1.2574820180071425e-05}",20,0,24.623732664277103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.7, 'e': 1.2486109203511094e-05}",20,13,13.762491434388378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 1.2398333663955564e-05}",30,13,33.22828261115864,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 1.2311480455524777e-05}",25,11,23.841719604287984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 1.2225536701061176e-05}",20,7,17.54868482435395,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 1.2140489747356409e-05}",25,11,19.029816734504497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 1.2056327160493826e-05}",20,5,14.691871617598554,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 1.1973036721303624e-05}",25,17,11.626630748167692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 1.1890606420927467e-05}",25,8,32.505063246067486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 1.1809024456489649e-05}",30,12,31.855424873016403,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 1.1728279226871834e-05}",20,8,23.785283937389952,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 1.1648359328588568e-05}",35,21,25.876504603458248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 1.156925355176084e-05}",20,6,25.202537144308316,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 1.1490950876185005e-05}",30,13,30.410895409375104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 1.1413440467494522e-05}",30,16,21.74994704695043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 1.1336711673412011e-05}",20,13,14.932711017103781,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 1.1260754020089185e-05}",20,12,17.082485638168517,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 1.1185557208532343e-05}",30,10,32.917559700478115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 1.1111111111111112e-05}",25,8,32.332411758035086,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 1.1037405768148255e-05}",20,2,29.595975446648648,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 1.0964431384588396e-05}",30,18,24.501651329274154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 1.0892178326743566e-05}",20,8,20.476416564984014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 1.0820637119113573e-05}",20,8,17.73465205936629,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 1.0749798441279227e-05}",30,24,14.120514935631729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 1.0679653124866504e-05}",30,12,33.35208723802787,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 1.0610192150579848e-05}",25,13,20.139144315636308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.7, 'e': 1.0541406645302749e-05}",25,17,14.546972097949448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 1.0473287879263938e-05}",25,11,24.385630212171268,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 1.040582726326743e-05}",25,17,12.584876082427447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 1.0339016345984843e-05}",20,0,24.938207640954083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 1.027284681130835e-05}",25,7,20.908306879568276,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 1.0207310475762742e-05}",25,13,23.230988096398335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 1.014239928597509e-05}",25,19,11.603025671180763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 1.0078105316200555e-05}",30,18,24.438336561400426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 1.00144207659029e-05}",30,16,20.32348847098277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.7, 'e': 9.95133795738837e-06}",30,13,30.821961000049534,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 9.888849333491555e-06}",20,12,17.65233875635535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 9.826947455311957e-06}",20,0,25.349496590549112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.7, 'e': 9.765625e-06}",20,10,11.560318773675762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 9.70487475859124e-06}",25,0,37.57778651061096,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.7, 'e': 9.644689633887581e-06}",25,11,22.049917876289275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.7, 'e': 9.585062638384341e-06}",20,5,22.50279654741587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 9.525986892242037e-06}",25,19,12.603057762611485,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 9.467455621301774e-06}",30,8,37.96176694797103,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 9.409462155143212e-06}",25,18,10.421260490653308,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 9.351999925184e-06}",20,5,29.065418152270126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 9.29506246281975e-06}",25,17,13.412842060003424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 9.238643397603495e-06}",25,11,24.32130214925251,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 9.182736455463728e-06}",30,18,26.15354642534431,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 9.127335456960049e-06}",30,19,21.92881172731545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 9.072434315575554e-06}",25,20,10.485745065665682,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.7, 'e': 9.018027036045055e-06}",25,13,25.717623890979635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 8.964107712718276e-06}",25,11,23.148198841430773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 8.910670527957229e-06}",25,7,28.202010814665588,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 8.857709750566894e-06}",20,14,11.359106472268875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.7, 'e': 8.805219734258468e-06}",25,10,20.423826369847262,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7, 'e': 8.753194916144393e-06}",35,21,23.40498183932932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.7, 'e': 8.7016298152644e-06}",25,18,13.289971671248807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.7, 'e': 8.65051903114187e-06}",25,0,34.26677159475323,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.7, 'e': 8.599857242369777e-06}",20,16,7.207325435049187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 8.54963920522554e-06}",20,8,20.520040185638912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 8.499859752314087e-06}",35,23,20.32505452486973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.7, 'e': 8.450513791238508e-06}",30,8,43.43789789718343,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.7, 'e': 8.401596303297626e-06}",20,11,10.154158190420498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.7, 'e': 8.353102342209896e-06}",20,0,30.648490406866824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.7, 'e': 8.305027032862993e-06}",20,0,17.78361910675927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.7, 'e': 8.25736557008852e-06}",20,13,14.100010090446194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 8.210113217461269e-06}",20,15,11.014159018541024,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.7, 'e': 8.163265306122448e-06}",20,6,27.75019554544877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.7, 'e': 8.11681723362635e-06}",35,17,29.604762154008974,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.7, 'e': 8.070764462809918e-06}",25,9,21.248757913272982,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.7, 'e': 8.025102520684701e-06}",20,16,8.32910377341475,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.7, 'e': 7.979826997350698e-06}",30,13,27.86059761481935,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.7, 'e': 7.934933544931562e-06}",20,9,13.003417620360903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.7, 'e': 7.89041787653074e-06}",20,14,12.804614312339641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.7, 'e': 7.846275765208045e-06}",20,7,21.9195738246914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.7, 'e': 7.802503042976187e-06}",20,14,13.522717158803482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.7, 'e': 7.759095599816886e-06}",25,14,24.851004553684547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.7, 'e': 7.71604938271605e-06}",25,8,26.28743564202266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.7, 'e': 7.673360394717659e-06}",25,20,7.746047083775736,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.7, 'e': 7.631024693995909e-06}",20,9,20.741939092424012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
